,benchmark,dataset,name,run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
223,cBench,4,security_sha,1,2.6041,2.6041,2.6481,2.4801,2.0661,2.4231,2.3281,1.7751,2.6481,2.4661,2.0661,2.4321,2.3241,1.7651,2.4941,2.0501,2.5111,2.1781,1.7511,2.0621,2.4641,2.1671,2.0511,2.0631,1.6781,2.0471,2.0841,1.7681,1.3731,2.4941,2.0501,2.5151,2.1791,1.7491,2.0681,2.4601,2.1631,2.0521,2.0661,1.6771,2.0411,2.1101,1.7631,1.3781,2.0521,2.5491,2.2151,2.1851,2.0631,1.6361,2.0701,2.4501,1.7481,1.5171,2.0621,1.6791,2.0441,2.1721,2.0441,1.6101,1.6701,2.0451,1.6351,1.3761,2.0481,2.5281,2.2181,2.1811,2.0571,1.6381,2.2141,2.4541,1.7481,1.5171,2.0641,1.6771,2.0451,2.1751,2.0441,1.6091,1.7191,2.0391,1.7071,1.3771,2.1161,1.6361,2.0721,2.2831,2.1751,1.6071,1.6621,2.0661,1.6651,1.5201,1.6681,2.1091,1.6391,1.6111,1.6341,2.0531,1.6391,2.0721,2.2811,2.1801,1.6061,1.6721,2.0741,1.6591,1.5201,1.6781,2.0451,1.6981,1.6131,1.7011,1.6651,2.0721,1.7311,1.6101,1.6621,1.7031,1.6701,2.0701,1.6581,1.6061,1.6601,1.6321,1.7371,1.6631
224,cBench,5,security_sha,1,0.1751,0.1731,0.1771,0.1681,0.1381,0.1691,0.1541,0.1181,0.1751,0.1671,0.1351,0.1641,0.1581,0.1231,0.1671,0.1391,0.1681,0.1481,0.1191,0.1391,0.1661,0.1461,0.1371,0.1361,0.1131,0.1371,0.1421,0.1221,0.0961,0.1681,0.1391,0.1681,0.1471,0.1201,0.1361,0.1641,0.1451,0.1391,0.1411,0.1151,0.1391,0.1371,0.1181,0.0921,0.1361,0.1671,0.1461,0.1491,0.1391,0.1131,0.1461,0.1621,0.1181,0.1041,0.1371,0.1131,0.1391,0.1431,0.1331,0.1071,0.1121,0.1381,0.1171,0.0951,0.1351,0.1721,0.1471,0.1471,0.1511,0.1121,0.1411,0.1531,0.1201,0.1051,0.1381,0.1161,0.1381,0.1481,0.1381,0.1121,0.1151,0.1411,0.1121,0.0981,0.1421,0.1111,0.1421,0.1581,0.1431,0.1111,0.1141,0.1371,0.1151,0.1031,0.1121,0.1411,0.1111,0.1111,0.1101,0.1401,0.1101,0.1421,0.1541,0.1481,0.1091,0.1091,0.1381,0.1191,0.1041,0.1191,0.1401,0.1171,0.1111,0.1141,0.1161,0.1401,0.1141,0.1051,0.1171,0.1091,0.1151,0.1371,0.1141,0.1091,0.1231,0.1131,0.1131,0.1191
225,cBench,1,consumer_jpeg_d,1,0.0811,0.0811,0.0921,0.0831,0.0811,0.0801,0.0741,0.0801,0.0911,0.0811,0.0831,0.0821,0.0791,0.0781,0.0891,0.0851,0.0871,0.0801,0.0861,0.0831,0.0821,0.0831,0.0831,0.0841,0.0811,0.0821,0.0771,0.0851,0.0771,0.0951,0.0881,0.0861,0.0861,0.0891,0.0831,0.0871,0.0851,0.0821,0.0861,0.0831,0.0871,0.0791,0.0831,0.0811,0.0911,0.0881,0.0861,0.0831,0.0821,0.0861,0.0871,0.0871,0.0901,0.0841,0.0861,0.0771,0.0821,0.0801,0.0821,0.0831,0.0801,0.0811,0.0841,0.0821,0.0871,0.0861,0.0891,0.0931,0.0881,0.0861,0.0881,0.0821,0.0901,0.0891,0.0781,0.0841,0.0841,0.0791,0.0821,0.0841,0.0821,0.0801,0.0811,0.0761,0.0861,0.0831,0.0851,0.0861,0.0881,0.0881,0.0911,0.0861,0.0821,0.0881,0.0781,0.0801,0.0811,0.0821,0.0841,0.0881,0.0871,0.0841,0.0861,0.0871,0.0841,0.0851,0.0851,0.0851,0.0861,0.0781,0.0791,0.0801,0.0831,0.0831,0.0891,0.0831,0.0871,0.0871,0.0861,0.0811,0.0891,0.0861,0.0871,0.0861,0.0921,0.0861,0.0881,0.0851
226,cBench,2,consumer_jpeg_d,1,0.1251,0.1291,0.1381,0.1321,0.1331,0.1251,0.1271,0.1291,0.1401,0.1261,0.1281,0.1261,0.1271,0.1311,0.1321,0.1381,0.1411,0.1371,0.1421,0.1351,0.1291,0.1311,0.1361,0.1421,0.1311,0.1261,0.1231,0.1361,0.1281,0.1381,0.1441,0.1411,0.1361,0.1391,0.1331,0.1291,0.1291,0.1341,0.1301,0.1271,0.1331,0.1281,0.1281,0.1191,0.1431,0.1401,0.1381,0.1321,0.1401,0.1481,0.1381,0.1381,0.1431,0.1331,0.1331,0.1341,0.1401,0.1331,0.1331,0.1321,0.1361,0.1291,0.1271,0.1251,0.1431,0.1401,0.1351,0.1381,0.1491,0.1511,0.1391,0.1281,0.1401,0.1331,0.1471,0.1311,0.1321,0.1301,0.1251,0.1281,0.1301,0.1311,0.1291,0.1231,0.1411,0.1371,0.1371,0.1351,0.1371,0.1411,0.1471,0.1421,0.1331,0.1351,0.1311,0.1401,0.1331,0.1241,0.1381,0.1381,0.1371,0.1371,0.1331,0.1381,0.1381,0.1291,0.1371,0.1331,0.1381,0.1261,0.1341,0.1281,0.1291,0.1291,0.1361,0.1411,0.1401,0.1321,0.1371,0.1311,0.1411,0.1471,0.1401,0.1361,0.1381,0.1301,0.1351,0.1351
227,cBench,3,consumer_jpeg_d,1,11.7211,11.7351,12.9041,12.0581,12.0921,11.7421,11.6131,11.7001,12.8361,12.1091,12.1661,11.7641,11.5751,11.7351,12.6931,12.8471,12.8481,12.5351,12.8901,12.1151,12.0711,11.9181,12.0901,12.1881,12.0001,12.1651,11.5811,11.8741,11.5321,12.6651,12.8891,12.8651,12.4741,12.8321,12.1401,12.1041,12.0811,12.0221,12.1221,11.8271,12.1381,11.5731,11.7461,11.5081,12.9391,12.6881,12.5151,12.7121,12.9081,12.7211,12.9401,12.5581,12.8741,12.5751,12.1841,11.9451,12.1571,11.9131,12.0921,12.0281,11.9091,12.1341,11.9151,11.5121,12.9061,12.5791,12.6671,12.6941,12.8761,12.7261,12.9211,12.5661,12.8461,12.5801,12.1321,11.9031,12.0421,11.9831,11.9951,11.8481,11.8841,12.1111,11.8521,11.6431,12.8421,12.7211,12.9591,12.5521,12.6001,12.5171,12.7631,12.9011,12.7151,12.5711,11.8881,12.0371,11.9221,12.0321,11.8931,12.8431,12.7231,12.9371,12.4611,12.6311,12.5101,12.6991,12.9601,12.7341,12.5161,11.8661,11.9641,11.7891,11.9021,11.8521,12.7851,12.8511,12.7331,12.4351,12.6561,11.9041,12.7181,12.8841,12.7151,12.4631,12.6731,11.9151,12.6281,12.6581
228,cBench,4,consumer_jpeg_d,1,0.5841,0.5701,0.6331,0.5941,0.5721,0.5661,0.5691,0.5601,0.6331,0.5871,0.5641,0.5591,0.5921,0.5681,0.5991,0.6041,0.6331,0.5861,0.6051,0.5701,0.5811,0.5571,0.5991,0.6081,0.5611,0.5721,0.5991,0.5861,0.5671,0.6131,0.6241,0.6351,0.5841,0.6101,0.5861,0.5721,0.5631,0.5861,0.5931,0.5891,0.5771,0.5721,0.5641,0.5501,0.5921,0.5921,0.6261,0.6141,0.6231,0.6141,0.6101,0.6031,0.6061,0.5921,0.5571,0.5651,0.5921,0.5601,0.5771,0.5771,0.5531,0.5941,0.5601,0.5691,0.6021,0.6051,0.6011,0.5951,0.6201,0.6101,0.6091,0.5891,0.6051,0.6211,0.5731,0.5651,0.5861,0.6071,0.5741,0.5601,0.5751,0.5821,0.5551,0.5661,0.5941,0.6331,0.6021,0.5941,0.6071,0.5941,0.5951,0.6111,0.6021,0.6051,0.5571,0.5691,0.5711,0.5581,0.5651,0.6271,0.6061,0.6291,0.6011,0.5981,0.6031,0.5881,0.6131,0.6051,0.6021,0.5881,0.5631,0.5921,0.5541,0.5571,0.5831,0.5971,0.6291,0.6161,0.6051,0.5761,0.6011,0.6081,0.6371,0.5861,0.6071,0.5671,0.5921,0.6001
229,cBench,5,consumer_jpeg_d,1,0.0391,0.0341,0.0421,0.0371,0.0371,0.0391,0.0371,0.0381,0.0411,0.0391,0.0361,0.0381,0.0371,0.0371,0.0391,0.0361,0.0351,0.0411,0.0391,0.0351,0.0391,0.0371,0.0391,0.0361,0.0371,0.0381,0.0361,0.0381,0.0381,0.0391,0.0391,0.0381,0.0391,0.0411,0.0421,0.0371,0.0391,0.0391,0.0341,0.0331,0.0351,0.0361,0.0361,0.0391,0.0381,0.0391,0.0391,0.0381,0.0371,0.0411,0.0411,0.0391,0.0361,0.0381,0.0401,0.0391,0.0391,0.0371,0.0381,0.0361,0.0381,0.0371,0.0371,0.0371,0.0411,0.0391,0.0401,0.0391,0.0401,0.0371,0.0411,0.0391,0.0391,0.0381,0.0381,0.0371,0.0391,0.0341,0.0371,0.0371,0.0361,0.0371,0.0371,0.0361,0.0361,0.0411,0.0361,0.0371,0.0371,0.0381,0.0391,0.0391,0.0391,0.0371,0.0371,0.0371,0.0381,0.0381,0.0381,0.0381,0.0371,0.0391,0.0411,0.0391,0.0401,0.0391,0.0381,0.0361,0.0431,0.0381,0.0381,0.0391,0.0391,0.0391,0.0401,0.0401,0.0421,0.0401,0.0391,0.0381,0.0391,0.0401,0.0381,0.0361,0.0401,0.0361,0.0371,0.0381
230,cBench,1,security_rijndael_e,1,0.0171,0.0151,0.0141,0.0141,0.0131,0.0141,0.0131,0.0141,0.0141,0.0141,0.0151,0.0141,0.0141,0.0141,0.0131,0.0141,0.0121,0.0141,0.0131,0.0121,0.0151,0.0141,0.0141,0.0141,0.0131,0.0141,0.0131,0.0141,0.0151,0.0141,0.0131,0.0141,0.0131,0.0141,0.0121,0.0141,0.0131,0.0141,0.0131,0.0141,0.0141,0.0131,0.0131,0.0131,0.0131,0.0131,0.0141,0.0121,0.0151,0.0131,0.0141,0.0131,0.0121,0.0131,0.0111,0.0131,0.0121,0.0141,0.0131,0.0151,0.0141,0.0151,0.0141,0.0131,0.0121,0.0111,0.0161,0.0151,0.0141,0.0121,0.0131,0.0121,0.0151,0.0141,0.0141,0.0141,0.0111,0.0141,0.0141,0.0141,0.0141,0.0141,0.0131,0.0111,0.0141,0.0141,0.0141,0.0131,0.0141,0.0131,0.0141,0.0151,0.0151,0.0131,0.0121,0.0131,0.0131,0.0151,0.0171,0.0131,0.0121,0.0131,0.0131,0.0131,0.0121,0.0131,0.0151,0.0141,0.0141,0.0121,0.0131,0.0141,0.0141,0.0161,0.0131,0.0151,0.0121,0.0131,0.0121,0.0131,0.0081,0.0141,0.0131,0.0131,0.0121,0.0141,0.0131,0.0141
231,cBench,2,security_rijndael_e,1,0.0721,0.0681,0.0711,0.0701,0.0681,0.0681,0.0661,0.0771,0.0721,0.0711,0.0681,0.0711,0.0701,0.0761,0.0731,0.0731,0.0681,0.0641,0.0761,0.0671,0.0741,0.0701,0.0711,0.0661,0.0651,0.0771,0.0691,0.0771,0.0741,0.0771,0.0761,0.0681,0.0661,0.0711,0.0711,0.0731,0.0701,0.0721,0.0681,0.0691,0.0801,0.0611,0.0751,0.0721,0.0661,0.0711,0.0651,0.0731,0.0711,0.0721,0.0751,0.0711,0.0761,0.0751,0.0701,0.0721,0.0701,0.0701,0.0831,0.0731,0.0741,0.0791,0.0761,0.0761,0.0691,0.0711,0.0651,0.0751,0.0691,0.0721,0.0761,0.0671,0.0771,0.0711,0.0701,0.0651,0.0731,0.0711,0.0751,0.0731,0.0701,0.0751,0.0751,0.0771,0.0751,0.0651,0.0751,0.0711,0.0731,0.0771,0.0701,0.0731,0.0771,0.0751,0.0711,0.0771,0.0761,0.0691,0.0721,0.0701,0.0651,0.0811,0.0681,0.0811,0.0751,0.0661,0.0741,0.0751,0.0691,0.0661,0.0721,0.0711,0.0731,0.0711,0.0641,0.0741,0.0691,0.0711,0.0751,0.0701,0.0651,0.0731,0.0701,0.0721,0.0731,0.0731,0.0701,0.0721
232,cBench,3,security_rijndael_e,1,0.1391,0.1421,0.1431,0.1371,0.1451,0.1411,0.1421,0.1531,0.1461,0.1441,0.1591,0.1421,0.1401,0.1521,0.1431,0.1461,0.1461,0.1381,0.1511,0.1431,0.1441,0.1451,0.1531,0.1441,0.1441,0.1531,0.1431,0.1521,0.1581,0.1451,0.1401,0.1501,0.1401,0.1511,0.1441,0.1451,0.1471,0.1511,0.1421,0.1381,0.1601,0.1371,0.1511,0.1461,0.1461,0.1411,0.1371,0.1621,0.1421,0.1501,0.1501,0.1441,0.1561,0.1501,0.1411,0.1401,0.1531,0.1421,0.1511,0.1571,0.1451,0.1501,0.1501,0.1591,0.1491,0.1431,0.1391,0.1571,0.1561,0.1421,0.1561,0.1451,0.1521,0.1451,0.1861,0.1331,0.1551,0.1441,0.1541,0.1521,0.1381,0.1461,0.1501,0.1491,0.1431,0.1431,0.1571,0.1371,0.1571,0.1501,0.1391,0.1551,0.1471,0.1471,0.1381,0.1531,0.1471,0.1671,0.1521,0.1441,0.1401,0.1621,0.1381,0.1561,0.1531,0.1421,0.1521,0.1561,0.1501,0.1411,0.1441,0.1541,0.1491,0.1551,0.1431,0.1561,0.1421,0.1501,0.1481,0.1551,0.1391,0.1531,0.1501,0.1531,0.1481,0.1671,0.1491,0.1411
233,cBench,4,security_rijndael_e,1,3.7921,3.8781,3.8291,3.8231,3.7961,3.8601,3.7731,4.0281,3.8391,3.8751,3.8461,3.8841,3.7851,4.0061,3.7911,3.8441,3.8301,3.6541,4.1091,3.8131,3.7971,3.7971,4.0451,3.8651,3.7861,4.0321,3.8601,4.0171,4.2651,3.8051,3.8471,3.9701,3.6701,4.0881,3.8861,3.8281,3.7481,4.1551,3.9161,3.8081,4.0681,3.7961,4.0811,4.1071,3.8001,3.7791,3.6611,4.1681,3.8391,3.6681,4.1151,3.6421,4.0801,4.1371,3.8801,3.8841,4.0451,3.8191,4.0961,4.1541,3.7461,4.3081,4.1471,4.1321,3.7881,3.8031,3.7781,4.1381,3.8071,3.6891,4.1021,3.6991,4.0761,3.9911,3.8191,3.7771,4.0551,3.7971,4.1841,4.0941,3.8361,4.0361,3.9911,4.0681,3.9461,3.6911,4.0941,3.6931,4.1401,4.0051,3.6271,4.0671,4.0191,3.9771,3.6941,4.2671,4.3481,4.1131,3.9751,3.8741,3.6591,4.0801,3.7041,4.1341,3.9911,3.6611,4.0871,3.9251,3.9341,3.7981,4.0661,3.9721,4.1901,4.0931,3.6891,4.0971,4.0451,3.9351,3.8991,3.9701,3.6251,4.1151,3.9191,4.0011,4.0151,3.9451,3.9181,3.8931
234,cBench,5,security_rijndael_e,1,0.2651,0.2651,0.2651,0.2831,0.2671,0.2701,0.2621,0.2881,0.2731,0.2711,0.2641,0.2631,0.2661,0.2861,0.2691,0.2671,0.2671,0.2741,0.3031,0.2821,0.2701,0.2661,0.2831,0.2801,0.2811,0.2861,0.2631,0.2931,0.2941,0.2681,0.2701,0.2841,0.2621,0.2861,0.2721,0.2741,0.2641,0.2911,0.2791,0.2581,0.2951,0.2701,0.2881,0.2841,0.2751,0.2661,0.2671,0.2881,0.2671,0.2581,0.3051,0.2661,0.2891,0.2771,0.2631,0.2721,0.3071,0.2901,0.2831,0.2851,0.2651,0.2881,0.2931,0.2931,0.2741,0.2631,0.2721,0.2941,0.2701,0.2721,0.2851,0.2511,0.2791,0.2901,0.2621,0.2621,0.2921,0.2631,0.2831,0.3051,0.2681,0.2921,0.3181,0.2971,0.2801,0.2551,0.2821,0.2581,0.2911,0.2841,0.2631,0.2801,0.3081,0.2811,0.2661,0.2841,0.2961,0.2781,0.2731,0.2641,0.2551,0.3011,0.2601,0.2981,0.2791,0.2641,0.3011,0.2851,0.2791,0.2791,0.2831,0.2861,0.3011,0.2771,0.2711,0.2941,0.2791,0.2861,0.2721,0.2791,0.2591,0.2831,0.2791,0.2891,0.2741,0.2951,0.2791,0.2801
235,cBench,1,automotive_susan_e,1,1.0621,1.0671,1.1351,1.1571,1.1281,1.0681,1.0451,1.0601,1.1361,1.1461,1.1291,1.0691,1.0261,1.0891,1.1301,1.1121,1.1351,1.1081,1.1081,1.1191,1.1231,1.0941,1.1011,1.0981,1.0991,1.1051,1.0331,1.0781,1.0331,1.1271,1.1161,1.1361,1.1091,1.0971,1.1501,1.1091,1.0911,1.0961,1.1091,1.0951,1.1031,1.0431,1.0681,1.0311,1.1101,1.1241,1.1421,1.0941,1.1171,1.0991,1.0971,1.1091,1.0961,1.0861,1.1021,1.0971,1.0971,1.0871,1.1121,1.0971,1.1081,1.0971,1.1081,1.0351,1.1151,1.1351,1.1431,1.1061,1.1031,1.0971,1.1111,1.1091,1.1101,1.0691,1.1071,1.0921,1.1011,1.0921,1.1001,1.0991,1.0861,1.1011,1.1021,1.0321,1.1241,1.1071,1.1041,1.1321,1.0971,1.0891,1.0991,1.1061,1.0891,1.0731,1.1011,1.0971,1.1151,1.0961,1.1111,1.1061,1.0951,1.1151,1.1321,1.0881,1.0891,1.0961,1.1251,1.0881,1.0821,1.0891,1.1141,1.1001,1.0881,1.1231,1.0921,1.0971,1.0861,1.0981,1.0941,1.1051,1.1061,1.1131,1.0901,1.0891,1.0881,1.1241,1.0881,1.0871
236,cBench,2,automotive_susan_e,1,1.2701,1.2851,1.3671,1.3871,1.3461,1.2841,1.2351,1.2711,1.3841,1.3771,1.3671,1.2841,1.2391,1.2731,1.3751,1.3331,1.3761,1.3471,1.3261,1.3481,1.3271,1.3301,1.3191,1.3131,1.3191,1.3131,1.2471,1.2791,1.2401,1.3701,1.3411,1.3771,1.3521,1.3301,1.3561,1.3251,1.3141,1.3221,1.3211,1.3151,1.3191,1.2411,1.2791,1.2431,1.3481,1.3611,1.3781,1.3171,1.3351,1.3241,1.3151,1.3441,1.3121,1.2861,1.3251,1.3121,1.3121,1.3171,1.3211,1.3251,1.3191,1.3201,1.3261,1.2481,1.3391,1.3711,1.3711,1.3081,1.3351,1.3171,1.3301,1.3431,1.3261,1.2801,1.3271,1.3201,1.3291,1.3141,1.3231,1.3031,1.3101,1.3211,1.3151,1.2491,1.3261,1.3221,1.3111,1.3711,1.3191,1.3131,1.3171,1.3231,1.3031,1.2931,1.3081,1.3141,1.3181,1.3121,1.3281,1.3211,1.3241,1.3221,1.3651,1.3131,1.3051,1.3231,1.3261,1.3121,1.2891,1.3091,1.3171,1.3271,1.3031,1.3161,1.3131,1.3091,1.3131,1.3061,1.3121,1.3181,1.3331,1.3251,1.3151,1.3001,1.3211,1.3151,1.3161,1.3061
237,cBench,3,automotive_susan_e,1,5.1921,5.1861,5.6351,5.4641,5.3721,5.2141,5.1191,5.2121,5.6251,5.4611,5.3861,5.2231,5.1151,5.1981,5.5721,5.4291,5.6151,5.5291,5.3951,5.3741,5.3551,5.3221,5.3171,5.2971,5.3111,5.3041,5.1481,5.1961,5.1071,5.5561,5.4431,5.6191,5.5411,5.3991,5.3851,5.3481,5.3201,5.3121,5.3031,5.3341,5.3261,5.1401,5.1971,5.1031,5.4321,5.5571,5.6071,5.3521,5.4201,5.3811,5.3451,5.5411,5.4101,5.2831,5.3001,5.3131,5.3141,5.2881,5.3131,5.3161,5.3081,5.3071,5.3311,5.1071,5.4481,5.5481,5.6131,5.3551,5.4161,5.3721,5.3781,5.5351,5.3951,5.2731,5.3091,5.3181,5.3261,5.3131,5.3301,5.2741,5.2651,5.3231,5.3311,5.1071,5.4151,5.3841,5.3451,5.5931,5.3481,5.3541,5.3671,5.3351,5.3081,5.2871,5.3081,5.3031,5.3271,5.3141,5.3371,5.4111,5.3751,5.3761,5.6041,5.3501,5.3391,5.3791,5.3801,5.3081,5.2711,5.2691,5.3181,5.3291,5.2701,5.3351,5.3751,5.3401,5.3131,5.3491,5.3021,5.3361,5.3781,5.3771,5.3091,5.3441,5.3051,5.3421,5.3021,5.3091
238,cBench,4,automotive_susan_e,1,0.3701,0.3701,0.3931,0.3981,0.3901,0.3801,0.3631,0.3671,0.3951,0.3951,0.3911,0.3711,0.3641,0.3711,0.3901,0.4041,0.3901,0.3811,0.3851,0.3911,0.3871,0.3761,0.3921,0.3821,0.3791,0.3841,0.3621,0.3711,0.3621,0.4021,0.3861,0.3931,0.3821,0.3831,0.3881,0.3831,0.3961,0.3841,0.3941,0.3791,0.3851,0.3611,0.3711,0.3751,0.3871,0.3841,0.3871,0.3781,0.3831,0.3811,0.3781,0.3791,0.3831,0.3721,0.4041,0.3751,0.3801,0.3771,0.3791,0.3771,0.3801,0.3781,0.3781,0.3601,0.3851,0.4021,0.3881,0.3791,0.3851,0.3811,0.3811,0.3801,0.3861,0.3721,0.3811,0.3801,0.4031,0.3751,0.3761,0.3731,0.3731,0.3811,0.3831,0.3821,0.3841,0.3811,0.3811,0.3821,0.3771,0.3771,0.3811,0.3831,0.3761,0.3711,0.3811,0.3801,0.3801,0.3811,0.4001,0.3821,0.3771,0.3831,0.3841,0.3771,0.3731,0.3791,0.3831,0.3801,0.3731,0.3791,0.3841,0.3791,0.3771,0.3981,0.3791,0.3771,0.3791,0.3801,0.3781,0.3801,0.3821,0.3781,0.3871,0.3791,0.3791,0.3811,0.3781,0.3731
239,cBench,5,automotive_susan_e,1,2.5451,2.5341,2.7121,2.7551,2.7031,2.5381,2.4451,2.5441,2.7301,2.7711,2.7091,2.5571,2.4541,2.5331,2.7111,2.6571,2.7231,2.6821,2.6171,2.6991,2.6511,2.6271,2.6351,2.6321,2.6241,2.6211,2.4551,2.5291,2.4661,2.6921,2.6721,2.7141,2.6651,2.6171,2.7301,2.6611,2.6261,2.6171,2.6461,2.6201,2.6321,2.4531,2.5291,2.4671,2.6521,2.7031,2.7111,2.6121,2.6331,2.6291,2.6191,2.6511,2.6321,2.5631,2.6201,2.6101,2.6331,2.6211,2.6341,2.6081,2.6121,2.6291,2.6221,2.4571,2.6801,2.6901,2.7141,2.6091,2.6371,2.6211,2.6371,2.6561,2.6131,2.5471,2.6511,2.6181,2.6351,2.6211,2.6301,2.5951,2.5921,2.6451,2.6261,2.4541,2.6481,2.6371,2.6101,2.6971,2.6261,2.6151,2.6231,2.6071,2.6031,2.5501,2.6031,2.6281,2.6351,2.6111,2.6181,2.6321,2.6201,2.6281,2.6971,2.6201,2.6001,2.6241,2.6351,2.6051,2.5531,2.6061,2.6381,2.6201,2.5961,2.6301,2.6151,2.6191,2.5951,2.6131,2.6051,2.6201,2.6231,2.6431,2.6131,2.5951,2.6161,2.6301,2.5971,2.6091
240,cBench,1,consumer_lame,1,0.0021,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0011,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0041,0.0011,0.0031,0.0041,0.0041,0.0031,0.0031,0.0021,0.0021,0.0031,0.0031,0.0031,0.0041,0.0031,0.0021,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0041,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0031,0.0041,0.0031,0.0031,0.0041,0.0031,0.0041,0.0041,0.0031,0.0031,0.0041,0.0031,0.0031,0.0041,0.0031,0.0031,0.0021,0.0041,0.0031,0.0031,0.0011,0.0041,0.0031,0.0031,0.0041,0.0031
241,cBench,2,consumer_lame,1,0.0031,0.0041,0.0031,0.0041,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0041,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0041,0.0041,0.0031,0.0031,0.0011,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0011,0.0031,0.0031,0.0031,0.0011,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0041,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.0031,0.0031,0.0031,0.0011,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0041,0.0031,0.0011,0.0021,0.0031,0.0021,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0041,0.0031,0.0021,0.0041,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031
242,cBench,3,consumer_lame,1,0.0041,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0021,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0041,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0041,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0041,0.0041,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0021,0.0031,0.0041,0.0021,0.0031,0.0041,0.0031,0.0041,0.0031,0.0031,0.0041,0.0041,0.0041,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0031,0.0021,0.0031,0.0011,0.0041,0.0031,0.0041,0.0031,0.0041,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0021,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0041
